,city,date,pm2_5,pm10,no2,so2,o3,hospital_id,respiratory_cases,avg_age_of_patients,weather_temperature,weather_humidity,wind_speed,rainfall_mm,population_density,industrial_activity_index
533,AJAH,2021-01-22,47.67,138.09,26.87,17.08,29.63,HOSP_AJA_4,7.0,49.2,34.3,77.1,4.3,0.8,14171.3,0.65
534,AJAH,2021-01-22,95.3,168.88,41.1,14.37,38.65,HOSP_AJA_8,17.0,37.4,28.5,77.3,3.2,3.5,24982.8,0.8
535,AJAH,2021-01-22,39.72,79.23,37.69,21.97,35.63,HOSP_AJA_6,16.0,49.4,25.0,56.3,2.1,2.5,15532.8,0.27
536,AJAH,2021-01-22,85.42,89.24,42.64,24.11,45.45,HOSP_AJA_8,10.0,46.3,29.3,74.6,3.6,3.1,23400.5,0.41
537,AJAH,2021-01-23,61.79,111.1,42.34,11.8,36.45,HOSP_AJA_8,11.0,34.3,34.1,62.1,2.1,5.9,13666.8,0.32
538,AJAH,2021-01-23,45.47,164.91,45.76,21.05,30.18,HOSP_AJA_8,8.0,36.1,31.6,42.8,1.1,2.7,10211.0,0.77
539,AJAH,2021-01-23,72.21,47.23,33.2,8.53,46.81,HOSP_AJA_7,15.0,22.5,25.3,66.4,1.5,6.9,23428.6,0.72
540,AJAH,2021-01-23,76.47,139.68,42.99,25.45,38.95,HOSP_AJA_8,15.0,44.5,30.5,56.5,2.8,7.5,21387.9,0.55
541,AJAH,2021-01-23,73.44,138.68,72.48,21.61,44.59,HOSP_AJA_6,14.0,49.7,26.8,51.9,3.3,3.8,26964.9,0.52
542,AJAH,2021-01-23,52.7,106.37,38.34,13.8,46.08,HOSP_AJA_7,16.0,25.3,33.2,78.4,4.7,8.2,15265.0,0.26
543,AJAH,2021-01-23,90.21,91.99,64.23,26.32,20.26,HOSP_AJA_3,15.0,32.3,30.8,50.9,1.9,0.1,21774.4,0.38
544,AJAH,2021-01-23,110.88,82.3,55.24,17.96,33.3,HOSP_AJA_9,15.0,45.4,26.3,67.7,2.0,9.1,10056.5,0.52
545,AJAH,2021-01-23,93.28,85.9,28.23,23.1,37.22,HOSP_AJA_10,19.0,26.3,29.6,67.7,1.7,3.0,24709.0,0.35
546,AJAH,2021-01-23,99.8,176.96,48.23,22.94,34.96,HOSP_AJA_9,14.0,38.4,28.2,56.1,2.4,0.8,17001.1,0.77
547,AJAH,2021-01-23,93.55,82.65,46.33,11.75,35.44,HOSP_AJA_6,14.0,26.1,25.1,41.0,4.4,8.9,17497.3,0.55
548,AJAH,2021-01-23,59.74,91.77,55.64,22.34,32.44,HOSP_AJA_4,13.0,48.7,28.2,63.5,4.9,1.8,14074.8,0.83
549,AJAH,2021-01-23,82.6,112.68,59.05,19.43,25.29,HOSP_AJA_4,21.0,49.5,31.1,40.2,2.3,0.8,22826.7,0.8
550,AJAH,2021-01-23,79.81,84.77,69.99,10.01,33.08,HOSP_AJA_7,15.0,38.4,27.1,52.6,2.8,8.4,20717.7,0.49
551,AJAH,2021-01-23,72.12,81.19,53.43,22.18,44.49,HOSP_AJA_7,9.0,41.0,27.0,52.5,1.7,4.4,28172.0,0.35
552,AJAH,2021-01-23,62.28,104.73,43.87,18.39,27.74,HOSP_AJA_2,17.0,44.5,25.9,60.7,4.3,1.3,28734.0,0.79
553,AJAH,2021-01-23,71.32,87.67,56.46,26.11,33.15,HOSP_AJA_7,10.0,38.8,34.7,74.9,1.6,6.4,12052.2,0.7
554,AJAH,2021-01-23,81.34,110.33,43.77,12.65,29.31,HOSP_AJA_5,13.0,25.4,34.2,65.9,4.3,6.7,26356.3,0.51
555,AJAH,2021-01-23,50.27,154.02,47.2,20.47,45.64,HOSP_AJA_2,16.0,22.8,31.8,41.1,2.4,2.3,14538.8,0.32
556,AJAH,2021-01-23,56.44,101.57,48.98,25.69,37.31,HOSP_AJA_6,14.0,40.3,26.8,79.4,1.1,5.6,22078.5,0.26
557,AJAH,2021-01-23,73.41,82.18,68.24,24.78,38.9,HOSP_AJA_7,14.0,34.1,33.5,68.7,2.3,7.7,21176.3,0.34
558,AJAH,2021-01-23,107.57,111.46,48.93,20.24,50.14,HOSP_AJA_1,17.0,39.2,30.2,77.4,4.2,9.0,13728.9,0.25
559,AJAH,2021-01-23,60.89,159.22,52.19,11.49,26.85,HOSP_AJA_5,9.0,25.4,26.1,71.3,1.5,7.8,27364.5,0.82
560,AJAH,2021-01-23,65.21,106.76,48.22,15.54,35.25,HOSP_AJA_10,16.0,30.1,33.7,71.4,2.1,3.3,12321.7,0.83
561,AJAH,2021-01-23,78.07,55.65,44.48,17.45,36.79,HOSP_AJA_5,13.0,27.2,26.6,63.4,1.5,8.2,15905.4,0.44
562,AJAH,2021-01-23,88.75,129.66,55.38,15.23,56.35,HOSP_AJA_5,14.0,29.2,32.6,53.3,4.5,7.8,27146.2,0.62
563,AJAH,2021-01-23,60.85,114.49,40.75,18.48,41.16,HOSP_AJA_5,10.0,35.8,34.2,51.3,3.7,6.8,23289.6,0.28
564,AJAH,2021-01-24,68.54,108.94,49.21,26.23,28.85,HOSP_AJA_8,10.0,40.3,29.6,62.7,2.4,1.0,17996.8,0.43
565,AJAH,2021-01-24,74.14,90.29,42.2,19.62,43.75,HOSP_AJA_3,15.0,21.4,27.4,45.9,4.7,7.9,22428.3,0.3
566,AJAH,2021-01-24,75.79,74.42,25.53,22.2,31.66,HOSP_AJA_6,9.0,35.3,32.2,53.5,2.9,5.2,14419.4,0.53
567,AJAH,2021-01-24,80.13,96.53,49.98,15.42,27.88,HOSP_AJA_6,12.0,36.4,25.8,57.1,1.5,2.8,16887.3,0.55
568,AJAH,2021-01-24,73.0,75.05,33.25,15.07,37.4,HOSP_AJA_10,11.0,43.0,28.8,66.1,1.6,4.3,24147.6,0.84
569,AJAH,2021-01-24,83.94,104.1,61.85,28.53,50.72,HOSP_AJA_3,11.0,49.8,29.5,42.0,3.4,8.1,14990.2,0.28
570,AJAH,2021-01-24,114.89,108.05,51.7,11.84,42.97,HOSP_AJA_3,10.0,48.7,26.5,58.1,2.5,1.2,28556.4,0.7
571,AJAH,2021-01-24,84.21,110.56,44.84,12.28,36.02,HOSP_AJA_8,14.0,22.0,26.3,75.8,4.1,1.8,13789.9,0.64
572,AJAH,2021-01-24,96.99,87.97,29.96,27.75,50.64,HOSP_AJA_2,10.0,34.2,29.2,68.6,1.0,8.1,12176.6,0.69
573,AJAH,2021-01-24,75.9,59.68,70.68,25.98,30.83,HOSP_AJA_3,16.0,31.1,30.6,71.9,4.2,6.4,18346.7,0.28
574,AJAH,2021-01-24,55.27,111.54,53.54,13.35,38.01,HOSP_AJA_3,11.0,30.8,25.9,48.1,3.6,3.0,21379.4,0.3
575,AJAH,2021-01-24,38.49,88.16,48.63,8.95,35.27,HOSP_AJA_3,5.0,20.2,29.1,76.8,1.3,8.6,18881.9,0.49
576,AJAH,2021-01-24,62.88,118.84,45.28,9.48,52.27,HOSP_AJA_2,10.0,32.8,25.9,68.2,2.9,9.3,10967.7,0.45
577,AJAH,2021-01-24,72.63,117.27,49.88,24.45,46.38,HOSP_AJA_10,6.0,29.7,34.6,64.7,3.6,0.6,18125.2,0.8
578,AJAH,2021-01-24,84.31,80.26,46.29,10.68,43.12,HOSP_AJA_5,8.0,47.5,29.6,72.1,2.5,2.2,20709.0,0.86
579,AJAH,2021-01-24,98.81,74.99,49.22,11.52,30.44,HOSP_AJA_6,9.0,31.1,29.3,43.1,3.3,2.4,11007.0,0.56
580,AJAH,2021-01-24,47.79,119.98,40.43,28.69,44.38,HOSP_AJA_8,8.0,33.1,26.9,66.0,2.8,0.4,26797.5,0.48
581,AJAH,2021-01-24,70.22,125.03,49.16,27.2,43.57,HOSP_AJA_5,9.0,30.2,31.5,59.2,2.6,3.7,25671.8,0.84
582,AJAH,2021-01-24,73.49,99.18,30.44,15.26,27.26,HOSP_AJA_3,8.0,34.1,27.1,40.2,1.0,7.1,25845.7,0.74
583,AJAH,2021-01-24,55.56,84.61,52.75,18.11,42.09,HOSP_AJA_9,19.0,30.2,33.8,78.7,2.6,5.9,15861.7,0.36
584,AJAH,2021-01-24,64.89,95.2,52.76,15.91,61.1,HOSP_AJA_6,15.0,38.0,32.2,44.0,3.2,8.5,11908.8,0.86
585,AJAH,2021-01-24,72.17,86.47,43.37,15.8,42.87,HOSP_AJA_6,10.0,47.7,29.4,53.0,2.4,6.7,15905.8,0.34
586,AJAH,2021-01-24,65.43,123.17,51.77,12.87,22.15,HOSP_AJA_3,14.0,30.6,32.0,66.2,2.2,8.3,12429.3,0.67
587,AJAH,2021-01-24,82.63,86.45,64.68,15.35,37.33,HOSP_AJA_8,8.0,26.7,29.7,58.1,3.7,8.7,15098.6,0.6
588,AJAH,2021-01-24,82.25,119.87,49.82,27.76,45.57,HOSP_AJA_3,10.0,24.8,31.7,69.3,1.0,2.0,16132.6,0.75
589,AJAH,2021-01-24,90.12,111.93,65.26,13.6,41.94,HOSP_AJA_9,14.0,48.3,28.6,48.6,3.0,1.7,25754.6,0.8
590,AJAH,2021-01-25,94.88,90.81,47.18,24.38,50.77,HOSP_AJA_3,15.0,38.5,32.9,48.2,1.5,8.8,15121.4,0.81
591,AJAH,2021-01-25,105.65,103.49,69.12,15.27,38.19,HOSP_AJA_6,10.0,28.8,25.7,75.5,4.8,2.1,15753.2,0.23
592,AJAH,2021-01-25,83.16,90.47,30.01,18.85,40.07,HOSP_AJA_6,16.0,43.8,33.6,52.6,2.2,1.4,17954.8,0.66
593,AJAH,2021-01-25,60.74,137.1,26.88,17.5,36.8,HOSP_AJA_4,11.0,45.2,25.8,40.0,4.1,5.5,26503.0,0.35
594,AJAH,2021-01-25,95.09,156.21,56.13,26.45,45.68,HOSP_AJA_8,15.0,31.5,27.7,68.1,2.6,9.2,16290.6,0.38
595,AJAH,2021-01-25,63.33,67.1,34.81,29.88,47.66,HOSP_AJA_10,20.0,44.1,30.2,56.4,2.1,4.0,21639.3,0.23
596,AJAH,2021-01-25,87.38,173.11,48.22,17.44,41.21,HOSP_AJA_4,21.0,46.7,29.1,60.3,1.2,8.9,13414.6,0.71
597,AJAH,2021-01-25,49.85,94.65,29.55,20.44,23.46,HOSP_AJA_4,18.0,45.8,33.3,53.6,1.6,1.1,14940.5,0.37
598,AJAH,2021-01-25,94.55,114.56,85.01,25.62,56.06,HOSP_AJA_7,12.0,32.8,32.2,64.7,2.2,3.7,17199.5,0.5
599,AJAH,2021-01-25,47.52,124.79,44.64,11.64,26.09,HOSP_AJA_9,16.0,20.8,29.6,79.8,3.3,7.6,15106.0,0.49
600,AJAH,2021-01-25,48.9,136.42,59.02,19.09,38.23,HOSP_AJA_10,18.0,38.5,34.4,62.9,1.1,4.2,23990.1,0.7
601,AJAH,2021-01-25,65.74,101.35,67.67,21.66,32.37,HOSP_AJA_9,22.0,35.9,28.8,59.5,3.4,8.3,27072.2,0.69
602,AJAH,2021-01-25,94.08,137.08,52.94,4.73,47.7,HOSP_AJA_6,13.0,34.0,31.4,45.1,2.2,7.9,24408.1,0.22
603,AJAH,2021-01-25,70.87,135.82,31.65,12.63,33.11,HOSP_AJA_8,14.0,33.7,29.7,56.1,2.4,7.3,14856.5,0.65
604,AJAH,2021-01-25,80.23,143.78,40.74,13.84,28.02,HOSP_AJA_2,16.0,48.6,28.7,73.7,3.0,1.1,19997.3,0.32
605,AJAH,2021-01-25,109.85,105.21,65.46,20.54,33.24,HOSP_AJA_7,21.0,33.4,33.4,56.1,3.8,9.5,17105.8,0.27
606,AJAH,2021-01-25,98.83,99.4,53.25,21.81,31.2,HOSP_AJA_3,16.0,31.4,25.4,66.7,4.2,0.2,20920.5,0.49
607,AJAH,2021-01-25,66.69,134.59,42.4,22.55,35.49,HOSP_AJA_3,18.0,31.0,29.9,71.8,3.7,4.3,21484.9,0.8
608,AJAH,2021-01-25,77.05,101.3,47.24,11.18,51.24,HOSP_AJA_8,14.0,28.8,25.2,65.3,4.1,4.4,24549.1,0.3
609,AJAH,2021-01-25,76.85,135.39,63.06,17.85,48.46,HOSP_AJA_3,18.0,45.7,34.2,75.8,1.8,5.5,13208.5,0.7
610,AJAH,2021-01-25,77.01,119.49,52.73,14.32,53.6,HOSP_AJA_10,10.0,43.7,26.9,56.2,3.1,0.7,17258.8,0.63
611,AJAH,2021-01-25,83.9,118.58,65.16,19.05,38.31,HOSP_AJA_7,16.0,42.3,29.5,40.4,3.9,7.7,17595.8,0.81
612,AJAH,2021-01-25,74.93,139.12,41.19,5.24,27.09,HOSP_AJA_1,18.0,43.1,28.1,75.6,3.8,5.7,14998.0,0.75
613,AJAH,2021-01-25,87.94,114.13,40.91,26.54,48.28,HOSP_AJA_2,16.0,49.3,32.7,74.5,1.9,0.3,29292.3,0.32
614,AJAH,2021-01-25,94.91,115.5,55.93,18.14,18.53,HOSP_AJA_5,18.0,32.3,25.4,78.5,3.9,1.3,15782.5,0.25
615,AJAH,2021-01-25,90.62,136.84,33.19,20.28,53.89,HOSP_AJA_2,8.0,20.4,31.1,74.3,1.6,2.3,18427.0,0.53
616,AJAH,2021-01-25,71.99,137.22,41.97,9.75,43.39,HOSP_AJA_10,13.0,43.7,30.7,63.0,4.7,5.2,21235.6,0.24
617,AJAH,2021-01-25,37.62,94.83,41.96,20.03,24.92,HOSP_AJA_3,9.0,49.9,33.4,64.1,4.0,0.7,15725.6,0.7
618,AJAH,2021-01-25,55.45,73.66,60.95,5.47,30.66,HOSP_AJA_8,15.0,42.3,28.1,51.9,2.4,5.7,15883.3,0.37
619,AJAH,2021-01-26,56.06,84.66,39.92,5.61,30.65,HOSP_AJA_6,14.0,46.1,28.0,65.8,4.2,5.9,24519.1,0.48
620,AJAH,2021-01-26,47.12,72.14,36.13,6.14,43.52,HOSP_AJA_3,22.0,28.0,28.1,50.9,1.9,9.7,13979.5,0.67
621,AJAH,2021-01-26,71.29,125.34,47.1,22.93,36.98,HOSP_AJA_4,12.0,24.6,31.2,67.2,4.3,4.0,18077.1,0.46
622,AJAH,2021-01-26,77.93,104.8,41.83,18.34,38.27,HOSP_AJA_1,13.0,35.9,34.8,76.3,2.9,5.2,25671.2,0.46
623,AJAH,2021-01-26,66.09,83.57,62.12,14.85,40.3,HOSP_AJA_2,18.0,26.8,27.3,72.4,2.2,1.4,13577.2,0.24
624,AJAH,2021-01-26,53.01,50.56,86.32,17.63,42.64,HOSP_AJA_8,14.0,30.4,26.1,49.7,1.9,3.5,18596.7,0.34
625,AJAH,2021-01-26,67.03,119.86,54.24,11.12,42.75,HOSP_AJA_8,14.0,34.9,30.5,42.1,3.4,0.6,23428.6,0.82
626,AJAH,2021-01-26,68.17,125.53,28.84,12.95,39.09,HOSP_AJA_3,11.0,29.1,28.2,72.1,3.7,2.9,11963.6,0.45
627,AJAH,2021-01-26,16.52,91.27,49.12,12.36,17.35,HOSP_AJA_3,8.0,48.3,33.8,63.7,1.8,8.7,27274.4,0.67
628,AJAH,2021-01-26,75.35,91.88,39.71,14.44,22.45,HOSP_AJA_10,13.0,31.2,26.3,44.0,3.3,8.5,24802.1,0.69
629,AJAH,2021-01-26,88.07,109.91,39.52,16.23,43.88,HOSP_AJA_10,15.0,45.2,26.4,69.4,2.7,8.8,28772.9,0.21
630,AJAH,2021-01-26,73.48,141.56,47.49,13.94,38.23,HOSP_AJA_7,15.0,43.5,27.5,71.1,4.1,2.9,25715.6,0.58
631,AJAH,2021-01-26,71.85,91.01,48.56,24.93,42.62,HOSP_AJA_3,12.0,33.4,32.2,50.0,4.7,0.9,20126.3,0.38
632,AJAH,2021-01-26,87.74,128.81,53.18,22.01,32.9,HOSP_AJA_1,16.0,40.3,25.7,41.7,4.1,4.8,10598.5,0.55
633,AJAH,2021-01-26,33.85,102.28,52.41,26.12,26.95,HOSP_AJA_4,8.0,28.0,31.2,55.1,2.1,7.4,12260.6,0.84
634,AJAH,2021-01-26,92.14,122.71,59.44,26.69,33.12,HOSP_AJA_6,13.0,38.5,31.7,75.4,3.8,9.9,22617.0,0.87
635,AJAH,2021-01-26,95.91,117.22,63.08,18.39,44.18,HOSP_AJA_3,16.0,44.0,25.3,68.0,4.4,8.2,11266.0,0.74
636,AJAH,2021-01-26,101.16,88.22,50.29,18.75,32.53,HOSP_AJA_3,15.0,33.2,27.2,73.8,4.5,9.5,12662.2,0.28
637,AJAH,2021-01-26,56.07,114.33,56.98,20.45,19.87,HOSP_AJA_5,14.0,45.1,27.9,54.6,2.5,6.8,18767.3,0.37
638,AJAH,2021-01-26,85.17,84.46,63.66,15.85,35.53,HOSP_AJA_2,10.0,28.0,26.8,41.6,3.0,3.7,24182.7,0.53
639,AJAH,2021-01-26,66.95,100.03,61.47,29.22,24.42,HOSP_AJA_4,16.0,40.4,27.7,45.9,3.8,7.6,11743.5,0.3
640,AJAH,2021-01-26,132.8,144.55,20.12,14.99,43.14,HOSP_AJA_4,23.0,25.3,28.1,78.9,3.5,1.2,22857.2,0.82
641,AJAH,2021-01-26,91.24,120.78,27.8,17.45,42.67,HOSP_AJA_7,15.0,49.2,32.9,47.7,4.3,1.9,18309.5,0.47
642,AJAH,2021-01-26,56.41,105.63,38.0,12.9,26.38,HOSP_AJA_4,18.0,23.8,28.5,54.7,2.7,5.2,14624.3,0.72
643,AJAH,2021-01-26,77.04,70.25,48.85,6.74,45.73,HOSP_AJA_10,14.0,20.9,32.3,66.2,1.4,3.6,27014.5,0.25
644,AJAH,2021-01-26,46.04,122.35,70.67,10.04,29.13,HOSP_AJA_1,18.0,29.0,29.7,55.6,4.3,3.5,21199.1,0.23
645,AJAH,2021-01-26,52.59,146.48,43.68,10.05,22.47,HOSP_AJA_6,11.0,32.7,33.2,48.3,1.3,4.2,12689.0,0.87
646,AJAH,2021-01-26,82.11,83.18,50.55,11.51,36.63,HOSP_AJA_10,17.0,49.1,30.9,55.0,4.4,1.9,22495.0,0.57
647,AJAH,2021-01-27,53.99,131.06,43.57,4.48,36.64,HOSP_AJA_3,18.0,47.3,33.1,79.0,1.1,0.9,29813.3,0.42
648,AJAH,2021-01-27,73.16,115.13,41.95,22.1,22.67,HOSP_AJA_5,12.0,23.5,25.6,76.6,1.8,9.1,10445.8,0.47
649,AJAH,2021-01-27,59.49,94.14,47.59,17.9,29.11,HOSP_AJA_4,8.0,27.5,33.3,52.0,1.5,1.6,27562.5,0.9
650,AJAH,2021-01-27,79.48,66.86,60.11,21.49,14.73,HOSP_AJA_4,15.0,36.1,31.1,59.7,2.8,2.5,28146.4,0.61
651,AJAH,2021-01-27,45.23,84.07,35.92,12.5,39.36,HOSP_AJA_6,8.0,29.3,27.9,43.5,2.1,7.0,12477.6,0.63
652,AJAH,2021-01-27,60.05,61.02,52.26,18.28,34.82,HOSP_AJA_2,12.0,33.8,32.3,45.0,4.8,2.7,29151.2,0.45
653,AJAH,2021-01-27,100.95,113.66,45.97,24.62,37.77,HOSP_AJA_8,13.0,37.1,25.8,72.2,2.5,1.5,27323.3,0.5
654,AJAH,2021-01-27,43.5,93.75,58.21,13.68,33.61,HOSP_AJA_6,9.0,48.9,33.1,63.6,1.5,5.6,17355.6,0.25
655,AJAH,2021-01-27,72.06,73.32,64.0,15.35,30.49,HOSP_AJA_2,12.0,37.4,34.1,48.7,2.3,6.5,10829.4,0.65
656,AJAH,2021-01-27,85.26,81.8,53.85,25.74,40.82,HOSP_AJA_3,15.0,39.2,30.0,50.7,4.2,0.0,14192.3,0.67
657,AJAH,2021-01-27,52.87,80.11,44.19,21.7,32.94,HOSP_AJA_6,15.0,25.0,30.9,79.5,3.6,4.3,22026.9,0.63
658,AJAH,2021-01-27,54.48,112.72,43.25,18.15,43.87,HOSP_AJA_9,18.0,23.7,31.6,70.0,5.0,9.5,11655.9,0.82
659,AJAH,2021-01-27,57.89,112.38,52.74,9.28,29.83,HOSP_AJA_10,10.0,41.1,27.7,52.5,2.1,9.3,26107.2,0.59
660,AJAH,2021-01-27,33.89,117.01,20.98,21.05,39.85,HOSP_AJA_4,18.0,38.1,29.7,56.9,2.5,0.3,17566.3,0.64
661,AJAH,2021-01-27,118.16,119.65,33.98,19.76,42.86,HOSP_AJA_5,17.0,46.5,27.6,61.3,4.1,0.8,24615.3,0.24
662,AJAH,2021-01-27,73.68,137.48,33.74,19.55,33.98,HOSP_AJA_4,11.0,24.5,34.8,58.8,2.0,9.6,24557.8,0.54
663,AJAH,2021-01-27,64.63,122.4,54.62,19.89,18.67,HOSP_AJA_3,10.0,37.8,27.2,61.4,2.8,6.8,24556.4,0.46
664,AJAH,2021-01-27,76.98,112.39,45.9,15.02,33.4,HOSP_AJA_1,10.0,20.5,27.6,53.8,4.1,1.5,15233.0,0.81
665,AJAH,2021-01-27,52.49,97.72,52.05,18.57,35.22,HOSP_AJA_1,16.0,36.7,25.8,69.6,3.3,4.3,18679.4,0.3
666,AJAH,2021-01-27,81.72,90.62,66.76,20.36,39.4,HOSP_AJA_8,14.0,21.6,28.8,72.7,2.3,0.6,23232.4,0.56
667,AJAH,2021-01-27,73.03,114.91,42.27,13.76,30.92,HOSP_AJA_6,13.0,49.1,28.1,78.1,4.5,9.5,15361.1,0.5
668,AJAH,2021-01-28,100.11,119.2,32.27,12.79,24.57,HOSP_AJA_8,12.0,32.8,27.3,74.5,4.3,0.1,23845.8,0.67
669,AJAH,2021-01-28,39.38,104.13,56.62,22.8,27.61,HOSP_AJA_5,12.0,30.3,28.7,57.6,4.4,2.1,14057.1,0.82
670,AJAH,2021-01-28,94.79,101.94,48.42,25.04,46.09,HOSP_AJA_8,13.0,47.1,33.2,68.7,2.8,8.3,17507.2,0.32
671,AJAH,2021-01-28,78.07,83.67,52.4,24.21,26.18,HOSP_AJA_5,10.0,45.1,26.3,48.0,1.1,9.5,11085.5,0.75
672,AJAH,2021-01-28,64.79,84.3,45.71,14.09,41.78,HOSP_AJA_7,16.0,31.0,30.8,73.8,3.4,8.8,22889.7,0.55
673,AJAH,2021-01-28,53.74,134.14,58.99,17.74,35.69,HOSP_AJA_4,7.0,27.8,25.5,60.5,4.3,9.8,17017.3,0.28
674,AJAH,2021-01-28,53.46,93.55,25.83,22.46,46.35,HOSP_AJA_9,8.0,43.3,30.4,42.1,3.6,1.6,21550.2,0.43
675,AJAH,2021-01-28,104.96,127.43,29.98,15.04,50.33,HOSP_AJA_9,17.0,26.1,32.3,56.6,4.7,2.1,10277.9,0.37
676,AJAH,2021-01-28,80.65,131.33,38.58,9.46,27.75,HOSP_AJA_6,12.0,32.7,28.7,50.6,2.4,1.5,15398.9,0.67
677,AJAH,2021-01-28,64.62,124.45,60.63,11.09,45.69,HOSP_AJA_10,12.0,20.5,32.6,61.8,3.6,7.4,20399.5,0.25
678,AJAH,2021-01-28,80.22,106.11,48.7,19.96,42.47,HOSP_AJA_5,17.0,34.8,31.6,49.8,1.4,8.7,15752.4,0.61
679,AJAH,2021-01-28,96.78,68.96,48.28,16.29,50.17,HOSP_AJA_7,17.0,38.1,32.4,55.3,1.9,2.6,15286.9,0.33
680,AJAH,2021-01-28,75.3,123.03,50.72,15.33,29.77,HOSP_AJA_1,16.0,33.8,28.9,59.4,3.5,4.8,16268.7,0.54
681,AJAH,2021-01-28,52.03,86.96,28.01,12.99,25.7,HOSP_AJA_6,7.0,32.8,25.7,62.4,1.6,8.9,19861.7,0.78
682,AJAH,2021-01-28,66.23,112.64,48.2,5.73,39.69,HOSP_AJA_9,10.0,24.3,25.3,54.3,1.8,9.7,18107.2,0.77
683,AJAH,2021-01-28,70.58,129.71,37.31,16.63,26.8,HOSP_AJA_4,19.0,32.8,31.1,68.3,4.7,1.0,22189.4,0.5
684,AJAH,2021-01-28,46.24,111.34,49.33,11.61,34.83,HOSP_AJA_9,8.0,46.8,33.5,42.4,1.7,9.6,15134.3,0.82
685,AJAH,2021-01-28,50.43,136.76,51.72,24.67,28.95,HOSP_AJA_6,10.0,39.1,34.7,53.6,1.0,9.3,15931.8,0.31
686,AJAH,2021-01-28,87.99,120.16,56.91,26.54,31.37,HOSP_AJA_7,14.0,46.3,29.1,56.4,4.0,8.2,26342.7,0.62
687,AJAH,2021-01-28,81.61,88.56,34.0,26.34,41.94,HOSP_AJA_7,10.0,29.6,33.6,47.5,2.6,6.0,12930.8,0.57
688,AJAH,2021-01-28,76.21,149.25,58.56,24.65,40.49,HOSP_AJA_2,9.0,39.3,26.0,46.0,2.7,7.0,18962.1,0.71
689,AJAH,2021-01-28,70.64,140.13,43.58,13.78,34.6,HOSP_AJA_2,15.0,25.6,27.7,64.4,4.6,8.9,16894.8,0.28
690,AJAH,2021-01-28,65.71,134.51,58.57,16.35,17.67,HOSP_AJA_8,11.0,42.3,26.5,70.9,3.9,7.8,20071.8,0.29
691,AJAH,2021-01-28,86.98,97.2,42.46,8.25,46.18,HOSP_AJA_2,16.0,25.5,34.7,56.8,1.4,0.0,15739.6,0.33
692,AJAH,2021-01-28,64.08,74.2,45.38,19.46,45.59,HOSP_AJA_10,13.0,34.5,32.1,72.0,1.4,8.8,15184.8,0.71
693,AJAH,2021-01-28,59.39,99.45,38.59,22.7,27.28,HOSP_AJA_10,9.0,29.5,28.0,50.9,2.3,4.5,13472.8,0.3
694,AJAH,2021-01-28,70.99,96.62,44.89,19.25,45.73,HOSP_AJA_7,10.0,30.2,29.9,56.1,3.6,4.3,11476.4,0.35
695,AJAH,2021-01-29,66.05,108.81,43.84,19.41,42.89,HOSP_AJA_8,19.0,35.2,30.4,49.2,2.9,7.0,22236.2,0.63
696,AJAH,2021-01-29,96.84,129.5,33.3,19.39,37.17,HOSP_AJA_10,10.0,30.9,33.1,77.0,4.0,7.8,10839.6,0.87
697,AJAH,2021-01-29,88.7,101.64,39.79,16.87,36.4,HOSP_AJA_1,17.0,23.8,31.0,40.3,4.5,8.3,18559.9,0.89
698,AJAH,2021-01-29,73.97,141.97,47.5,20.27,44.22,HOSP_AJA_9,7.0,30.0,34.0,61.0,4.5,1.4,10449.2,0.61
699,AJAH,2021-01-29,66.21,100.37,64.71,22.89,33.73,HOSP_AJA_6,14.0,41.3,32.9,63.0,3.8,8.7,15625.2,0.7
700,AJAH,2021-01-29,76.02,153.44,53.55,21.61,34.26,HOSP_AJA_8,9.0,20.6,30.1,62.6,4.6,2.2,27486.2,0.49
701,AJAH,2021-01-29,97.47,152.61,44.48,18.49,29.31,HOSP_AJA_6,20.0,41.7,32.8,61.9,3.3,9.4,20852.1,0.51
702,AJAH,2021-01-29,71.14,95.7,36.5,22.61,27.81,HOSP_AJA_3,10.0,21.0,31.7,76.5,2.5,8.7,16628.4,0.62
703,AJAH,2021-01-29,56.47,116.9,47.08,18.31,51.62,HOSP_AJA_6,12.0,26.0,26.5,72.6,3.8,7.6,28327.4,0.67
704,AJAH,2021-01-29,47.96,100.15,58.98,8.65,44.46,HOSP_AJA_5,8.0,27.2,32.6,73.7,1.7,9.9,13969.9,0.68
705,AJAH,2021-01-29,83.93,85.35,54.76,15.02,28.08,HOSP_AJA_7,12.0,38.0,26.6,67.1,1.1,10.0,24303.7,0.68
706,AJAH,2021-01-29,53.84,94.51,57.9,26.87,23.29,HOSP_AJA_9,12.0,40.5,34.2,41.3,4.9,7.3,19035.6,0.56
707,AJAH,2021-01-29,80.49,112.54,29.7,15.96,44.32,HOSP_AJA_3,10.0,38.5,27.3,73.2,1.2,9.9,29420.3,0.31
708,AJAH,2021-01-29,82.14,111.62,50.96,13.02,28.76,HOSP_AJA_3,17.0,36.2,32.8,40.6,1.5,4.5,13227.6,0.84
709,AJAH,2021-01-29,69.62,78.74,36.67,20.64,12.8,HOSP_AJA_8,20.0,25.5,33.6,41.3,1.9,3.0,14960.8,0.61
710,AJAH,2021-01-29,81.58,106.01,32.25,23.06,14.93,HOSP_AJA_5,16.0,28.5,30.6,72.6,3.6,9.5,25138.4,0.34
